CASO NÚMERO,ESTADO DEL CASO,COORDENADAS , EXHUMACION,ESTADO DEL PROCESO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,COORDENADAS
CIH-2021-00195,REVISION TECNICA,"-75,06402778","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06402778,"6.346888889,-75.06402778"
CIH-2021-00196,REVISION TECNICA,"-75,06558333","6,347222222",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.347222222,-75.06558333,"6.347222222,-75.06558333"
CIH-2021-00197,CERRADO,"-75,06580556","6,347805556",IDENTIF_ENTREGADO,ANTIOQUIA,ALEJANDRÍA,6.347805556,-75.06580556,"6.347805556,-75.06580556"
CIH-2021-00198,CERRADO,"-76,48633333","8,373194444",IDENTIF_ENTREGADO,ANTIOQUIA,TURBO,8.373194444,-76.48633333,"8.373194444,-76.48633333"
CIH-2021-00199,CERRADO,"-76,67772222","7,68",IDENTIF_ENTREGADO,ANTIOQUIA,CHIGORODÓ,7.68,-76.67772222,"7.68,-76.67772222"
CIH-2021-00200,PEND.RESULT.GENETICA,"-76,65238889","7,756777778",NO_IDENTIFICADO,ANTIOQUIA,CAREPA,7.756777778,-76.65238889,"7.756777778,-76.65238889"
CIH-2021-00201,PEND.RESULT.GENETICA,"-76,65238889","7,756777778",NO_IDENTIFICADO,ANTIOQUIA,CAREPA,7.756777778,-76.65238889,"7.756777778,-76.65238889"
CIH-2021-00202,CERRADO,"-76,74533333","8,329027778",IDENTIF_ENTREGADO,ANTIOQUIA,NECOCLÍ,8.329027778,-76.74533333,"8.329027778,-76.74533333"
CIH-2021-00203,CERRADO,"-76,51116667","8,644027778",IDENTIF_ENTREGADO,ANTIOQUIA,ARBOLETES,8.644027778,-76.51116667,"8.644027778,-76.51116667"
CIH-2021-00204,CERRADO,"-76,51116667","8,627361111",IDENTIF_ENTREGADO,ANTIOQUIA,ARBOLETES,8.627361111,-76.51116667,"8.627361111,-76.51116667"
CIH-2021-00205,CERRADO,"-76,03863889","6,980361111",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,6.980361111,-76.03863889,"6.980361111,-76.03863889"
CIH-2021-00206,CERRADO,"-76,03866667","6,980333333",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,6.980333333,-76.03866667,"6.980333333,-76.03866667"
CIH-2021-00207,CERRADO,"-76,03866667","6,980333333",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,6.980333333,-76.03866667,"6.980333333,-76.03866667"
CIH-2021-00208,CERRADO,"-76,03369444","7,000666667",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.000666667,-76.03369444,"7.000666667,-76.03369444"
CIH-2021-00209,CERRADO,"-76,02961111","7,008305556",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.008305556,-76.02961111,"7.008305556,-76.02961111"
CIH-2021-00210,CERRADO,"-76,02961111","7,008305556",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.008305556,-76.02961111,"7.008305556,-76.02961111"
CIH-2021-00211,CERRADO,"-76,02961111","7,008305556",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.008305556,-76.02961111,"7.008305556,-76.02961111"
CIH-2021-00212,PEND.RESULT.GENETICA,"-75,5735","6,277861111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,APARTADÓ,6.277861111,-75.5735,"6.277861111,-75.5735"
CIH-2021-00213,PEND.RESULT.GENETICA,"-75,5735","6,277861111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,MEDELLÍN,6.277861111,-75.5735,"6.277861111,-75.5735"
CIH-2021-00214,PEND.RESULT.GENETICA,"-75,06880556","6,067236111",NO_IDENTIFICADO,ANTIOQUIA,SAN LUIS,6.067236111,-75.06880556,"6.067236111,-75.06880556"
CIH-2021-00215,CERRADO,"-76,13980556","5,737444444",IDENTIF_ENTREGADO,ANTIOQUIA,SONSON,5.737444444,-76.13980556,"5.737444444,-76.13980556"
CIH-2021-00216,CERRADO,"-76,13980556","5,737444444",IDENTIF_ENTREGADO,CHOCÓ,EL CARMEN DE ATRATO,5.737444444,-76.13980556,"5.737444444,-76.13980556"
GEIH-2022-00217,CERRADO,"-75,51188333","7,644616667",IDENTIF_ENTREGADO,ANTIOQUIA,TARAZÁ,7.644616667,-75.51188333,"7.644616667,-75.51188333"
GEIH-2022-00218,CERRADO,"-75,51188333","7,644616667",IDENTIF_ENTREGADO,ANTIOQUIA,TARAZÁ,7.644616667,-75.51188333,"7.644616667,-75.51188333"
GEIH-2022-00219,PEND.RESULT.GENETICA,"-75,88","8,731388889",NO_IDENTIFICADO,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00220,EN CURSO,"-75,88","8,731388889",,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00221,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00222,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00223,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00224,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00225,EN CURSO,"-75,88","8,731388889",NO_IDENTIFICADO,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00226,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00227,EN CURSO,"-75,88","8,731388889",NO_IDENTIFICADO,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00228,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00229,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00230,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00231,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00232,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00233,EN CURSO,"-75,88","8,731388889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00234,EN CURSO,"-75,88","8,731388889",IDENTIF_NO_ENTREGADO,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
GEIH-2022-00235,PEND.RESULT.GENETICA,"-75,09816667","7,178194444",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00236,REVISION ADMINISTRATIVA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00237,REVISION TECNICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00238,PEND.RESULT.GENETICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00239,CERRADO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00240,PEND.RESULT.GENETICA,"-75,09816667","7,178194444",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00241,REVISION TECNICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00242,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00243,REVISION TECNICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00244,REVISION TECNICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00245,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00246,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00247,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00248,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00249,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00250,CERRADO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00251,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00252,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00253,REVISION TECNICA,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00254,EN CURSO,"-75,09816667","7,178194444",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.178194444,-75.09816667,"7.178194444,-75.09816667"
GEIH-2022-00255,EN CURSO,"-75,51761111","7,249694444",IDENTIF_NO_ENTREGADO,ANTIOQUIA,ITUANGO,7.249694444,-75.51761111,"7.249694444,-75.51761111"
GEIH-2022-00256,EN CURSO,"-75,69316667","7,008472222",NO_IDENTIF_EN_PROCES,ANTIOQUIA,TOLEDO,7.008472222,-75.69316667,"7.008472222,-75.69316667"
GEIH-2022-00257,EN CURSO,"-75,72858333","6,331027778",IDENTIF_NO_ENTREGADO,ANTIOQUIA,EBÉJICO,6.331027778,-75.72858333,"6.331027778,-75.72858333"
GEIH-2022-00258,ASIGNADO,"-74,95594444","6,14875",,ANTIOQUIA,SAN_CARLOS,6.14875,-74.95594444,"6.14875,-74.95594444"
GEIH-2022-00259,ASIGNADO,"-74,95594444","6,14875",,ANTIOQUIA,SAN_CARLOS,6.14875,-74.95594444,"6.14875,-74.95594444"
GEIH-2022-00260,EN CURSO,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00261,EN CURSO,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00262,EN CURSO,"-76,6775","7,680111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00263,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00264,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00265,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00266,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00267,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00268,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00269,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00270,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00271,EN CURSO,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00272,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00273,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00274,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00275,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00276,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00277,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00278,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00279,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00280,REVISION TECNICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00281,PEND.RESULT.GENETICA,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2022-00282,PEND.RESULT.GENETICA,"-75,48969444","8,235222222",NO_IDENTIFICADO,CÓRDOBA,BUENAVISTA,8.235222222,-75.48969444,"8.235222222,-75.48969444"
GEIH-2022-00283,PEND.RESULT.GENETICA,"-75,48969444","8,235222222",NO_IDENTIF_EN_PROCES,CÓRDOBA,BUENAVISTA,8.235222222,-75.48969444,"8.235222222,-75.48969444"
GEIH-2022-00284,PEND.RESULT.GENETICA,"-75,48969444","8,235222222",IDENTIF_NO_ENTREGADO,CÓRDOBA,BUENAVISTA,8.235222222,-75.48969444,"8.235222222,-75.48969444"
GEIH-2022-00285,PEND.RESULT.GENETICA,"-75,48969444","8,235222222",NO_IDENTIF_EN_PROCES,CÓRDOBA,BUENAVISTA,8.235222222,-75.48969444,"8.235222222,-75.48969444"
GEIH-2022-00286,PEND.RESULT.GENETICA,"-75,33077778","8,05825",NO_IDENTIFICADO,CÓRDOBA,LA APARTADA,8.05825,-75.33077778,"8.05825,-75.33077778"
GEIH-2022-00287,PENDIENTE DE ASIGNACION,"-74,99716667","6,045416667",,ANTIOQUIA,SAN LUIS,6.045416667,-74.99716667,"6.045416667,-74.99716667"
GEIH-2022-00288,PENDIENTE DE ASIGNACION,"-74,99716667","6,045416667",,ANTIOQUIA,SAN LUIS,6.045416667,-74.99716667,"6.045416667,-74.99716667"
GEIH-2022-00289,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00290,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00291,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00292,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00293,CERRADO,-75.29583,"6,97916",IDENTIF_ENTREGADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00294,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00295,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00296,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00297,CERRADO,-75.29583,"6,97916",IDENTIF_ENTREGADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00298,CERRADO,-75.29583,"6,97916",IDENTIF_ENTREGADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00299,PEND.RESULT.GENETICA,-75.29583,"6,97916",NO_IDENTIFICADO,ANTIOQUIA,CAMPAMENTO,6.97916,-75.29583,"6.97916,-75.29583"
GEIH-2022-00300,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00301,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00302,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00303,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00304,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00305,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00306,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00307,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00308,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00309,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00310,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00311,PEND.RESULT.GENETICA,"-74,9956","6,186080556",IDENTIF_ENTREGADO,ANTIOQUIA,SAN_CARLOS,6.186080556,-74.9956,"6.186080556,-74.9956"
GEIH-2022-00312,PEND.RESULT.GENETICA,"-74,87038889","7,48925",NO_IDENTIFICADO,ANTIOQUIA,ZARAGOZA,7.48925,-74.87038889,"7.48925,-74.87038889"
GEIH-2022-00313,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00314,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00315,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00316,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00317,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00318,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00319,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00320,PEND.RESULT.GENETICA,"-74,84663889","6,67325",NO_IDENTIF_EN_PROCES,ANTIOQUIA,YALÍ,6.67325,-74.84663889,"6.67325,-74.84663889"
GEIH-2022-00321,PROCESO DE ADMISION,"-74,8465","6,67325",,ANTIOQUIA,YALÍ,6.67325,-74.8465,"6.67325,-74.8465"
GEIH-2022-00322,PEND.RESULT.GENETICA,"-74,8465","6,67325",NO_IDENTIF_EN_PROCES,ANTIOQUIA,YALÍ,6.67325,-74.8465,"6.67325,-74.8465"
GEIH-2022-00323,CERRADO,"-75,00719444","6,602583333",IDENTIF_ENTREGADO,ANTIOQUIA,YOLOMBÓ,6.602583333,-75.00719444,"6.602583333,-75.00719444"
GEIH-2022-00324,PROCESO DE ADMISION,"-75,40661111","6,369166667",,ANTIOQUIA,GIRARDOTA,6.369166667,-75.40661111,"6.369166667,-75.40661111"
GEIH-2022-00325,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00326,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00327,EN CURSO,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00328,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00329,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00330,EN CURSO,"-75,43666667","7,169444444",IDENTIF_ENTREGADO,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00331,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00332,EN CURSO,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00333,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00334,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00335,PEND.RESULT.GENETICA,"-75,43669444","7,169361111",NO_IDENTIFICADO,ANTIOQUIA,VALDIVIA,7.169361111,-75.43669444,"7.169361111,-75.43669444"
GEIH-2022-00336,PROCESO DE ADMISION,"-74,73116667","5,736472222",,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
GEIH-2022-00337,CERRADO,"-75,8579167","8,74144444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.74144444,-75.8579167,"8.74144444,-75.8579167"
GEIH-2022-00338,CERRADO,"-75,8579167","8,74144444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.74144444,-75.8579167,"8.74144444,-75.8579167"
GEIH-2022-00339,PEND.RESULT.GENETICA,"-74,98333333","6,183611111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.183611111,-74.98333333,"6.183611111,-74.98333333"
GEIH-2022-00340,PEND.RESULT.GENETICA,"-77,39861111","6,221944444",NO_IDENTIFICADO,CHOCÓ,BAHÍA SOLANO,6.221944444,-77.39861111,"6.221944444,-77.39861111"
GEIH-2023-00341,PENDIENTE DE ASIGNACION,"-75,9155556","6,05625",,ANTIOQUIA,BETULIA,6.05625,-75.9155556,"6.05625,-75.9155556"
GEIH-2023-00342,PENDIENTE DE ASIGNACION,-76.635,"7,88472",,ANTIOQUIA,APARTADÓ,7.88472,-76.635,"7.88472,-76.635"
